id,group_id,question_number,question_text,question_type,explanation,knowledge,correct_answer,display_order,created_at,updated_at
20,20,20,"The sales manager, along with two assistants, _____ attending the conference.",grammar,The main subject is singular 'manager'; 'along with' does not change the number of the subject.,Chủ ngữ chính đi kèm cụm từ chen giữa,B,20,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
21,21,21,The company _____ three new branches since January.,grammar,"'Since January' indicates an action continuing from the past to the present, so present perfect is needed.",Thì hiện tại hoàn thành đi với 'since',C,21,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
22,22,22,The manager _____ the report yesterday afternoon.,grammar,"'Yesterday afternoon' refers to a finished past time, so the past simple is correct.",Thì quá khứ đơn với mốc thời gian đã kết thúc,D,22,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
23,23,23,The new employees _____ their orientation session next Monday.,grammar,"'Next Monday' refers to the future, so 'will attend' is appropriate.",Thì tương lai với một sự kiện đã được lên lịch,A,23,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
24,24,24,The accounting department _____ the annual budget this week.,grammar,'This week' describes an activity in progress around the present time.,Thì hiện tại tiếp diễn diễn tả hành động tạm thời ở hiện tại,B,24,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
25,25,25,"By the time the meeting started, the director _____ the proposal.",grammar,"The review happened before the meeting started, so past perfect is required.",Thì quá khứ hoàn thành xảy ra trước một sự kiện quá khứ khác,C,25,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
26,26,26,The engineers _____ on the project for six months.,grammar,'For six months' describes an activity that began in the past and continues now.,Thì hiện tại hoàn thành tiếp diễn đi với 'for',D,26,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
27,27,27,"While the assistant _____ the documents, the phone rang.",grammar,"The longer action was in progress when the phone rang, so past continuous is correct.",Thì quá khứ tiếp diễn diễn tả hành động đang xảy ra thì bị xen vào,A,27,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
28,28,28,"By the end of this year, the company _____ its new headquarters.",grammar,'By the end of this year' indicates an action completed before a future deadline.,Thì tương lai hoàn thành đi với cấu trúc by + mốc thời gian trong tương lai,B,28,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
29,29,29,The store _____ at 9:00 a.m. every weekday.,grammar,A regular schedule is expressed with the present simple.,Thì hiện tại đơn diễn tả lịch trình thường xuyên,C,29,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
30,30,30,The train had already left when we _____ at the station.,grammar,"The arrival happened after the train left, so the past simple 'arrived' is correct.",Thì quá khứ đơn đứng sau 'when' trong chuỗi hành động quá khứ,D,30,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
31,31,31,The conference will begin _____ 9:30 a.m.,grammar,Use 'at' with a specific clock time.,Giới từ dùng với mốc giờ cụ thể,A,31,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
32,32,32,The office will be closed _____ Monday.,grammar,Use 'on' with days and dates.,Giới từ dùng với thứ/ngày,B,32,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
33,33,33,The company was founded _____ 1998.,grammar,Use 'in' with years and months.,Giới từ dùng với năm,C,33,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
34,34,34,The manager has worked here _____ ten years.,grammar,'For' is used with a period of duration.,For + khoảng thời gian,D,34,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
35,35,35,Ms. Lee has been the department head _____ 2022.,grammar,'Since' is used with a specific starting point.,Since + mốc thời gian bắt đầu,A,35,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
36,36,36,The meeting will take place _____ the main conference room.,grammar,Use 'in' for an enclosed room or area.,Giới từ chỉ vị trí trong một không gian khép kín,B,36,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
37,37,37,Please send the completed form _____ the human resources department.,grammar,'To' indicates the destination or recipient.,Giới từ chỉ điểm đến,C,37,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
38,38,38,The flight was delayed _____ heavy rain.,grammar,'Because of' is followed by a noun phrase such as 'heavy rain'.,Because of + danh từ/cụm danh từ,D,38,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
39,39,39,The new software was developed _____ an experienced engineering team.,grammar,"In passive voice, 'by' introduces the person or group performing the action.",By + tác nhân trong câu bị động,A,39,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
40,40,40,The company purchased new computers _____ the design department.,grammar,'For' indicates the intended department or purpose.,For + mục đích sử dụng hoặc đối tượng nhận,B,40,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
41,41,41,"_____ the product is expensive, many customers consider it a good investment.",grammar,'Although' introduces a contrasting clause.,Although + mệnh đề,C,41,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
42,42,42,The meeting was postponed _____ the manager was ill.,grammar,'Because' is followed by a complete clause.,Because + mệnh đề,D,42,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
43,43,43,"_____ you submit the form today, your application can be processed tomorrow.",grammar,'If' introduces the condition necessary for the result.,If + điều kiện,A,43,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
44,44,44,Please wait here _____ the technician arrives.,grammar,'Until' means up to the time when the technician arrives.,Until + mệnh đề chỉ thời gian,B,44,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
45,45,45,The hotel offers free breakfast _____ complimentary airport transportation.,grammar,'And' connects two similar services.,And dùng để bổ sung thông tin,C,45,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
46,46,46,You can pay by credit card _____ by bank transfer.,grammar,'Or' presents alternative payment methods.,Or dùng cho các lựa chọn thay thế,D,46,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
47,47,47,"The road was closed, _____ the delivery arrived late.",grammar,'So' connects the cause with its result.,So dùng để chỉ kết quả,A,47,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
48,48,48,"The restaurant was crowded, _____ we found a table quickly.",grammar,'But' introduces a contrasting result.,But dùng để chỉ sự tương phản,B,48,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
49,49,49,The order will not be shipped _____ payment is confirmed.,grammar,'Unless' means 'if not' and expresses the condition for shipping.,Unless + điều kiện phủ định,C,49,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
50,50,50,The receptionist answered calls _____ checking the appointment schedule.,grammar,'While' can introduce an activity happening at the same time.,While + hoạt động diễn ra đồng thời,D,50,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
51,51,51,The employee _____ prepared the report received an award.,grammar,'Who' is used as a relative pronoun for people.,Who dùng cho người,A,51,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
52,52,52,The software _____ we purchased last month has improved productivity.,grammar,'Which' is used to refer to a thing or product.,Which dùng cho vật,B,52,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
53,53,53,The office _____ the interview will be held is on the third floor.,grammar,'Where' refers to a place.,Where dùng cho nơi chốn,C,53,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
54,54,54,I remember the day _____ we opened the new branch.,grammar,'When' refers to a time or day.,When dùng cho thời gian,D,54,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
55,55,55,The applicant _____ resume was selected will be contacted today.,grammar,'Whose' indicates possession: the resume belongs to the applicant.,Whose chỉ sự sở hữu,A,55,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
56,56,56,The machine _____ was installed yesterday is already operating.,grammar,'Which' is used for a machine and acts as the subject of the relative clause.,Which làm chủ ngữ trong mệnh đề quan hệ,B,56,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
57,57,57,The consultant _____ we hired has extensive experience.,grammar,'Whom' can be used as the object of 'hired' when referring to a person.,Whom làm tân ngữ trong mệnh đề quan hệ,C,57,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
58,58,58,The documents _____ on the desk belong to the finance department.,grammar,'Placed on the desk' is a reduced passive relative clause.,Rút gọn mệnh đề quan hệ dạng quá khứ phân từ (bị động),D,58,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
59,59,59,The invoices _____ by the accounting department every Friday.,grammar,"The invoices receive the action, so passive voice is required. The regular schedule requires present simple.",Bị động ở thì hiện tại đơn,A,59,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
60,60,60,The new policy _____ to all employees last week.,grammar,"'Last week' requires past simple, and the policy receives the action.",Bị động ở thì quá khứ đơn,B,60,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
61,61,61,The equipment _____ before it was delivered to the customer.,grammar,"The inspection occurred before another past event, so past perfect passive is appropriate.",Bị động ở thì quá khứ hoàn thành,C,61,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
62,62,62,All applications must _____ by Friday.,grammar,"After a modal, passive voice uses 'be + past participle'.",Động từ khuyết thiếu + be + quá khứ phân từ,D,62,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
63,63,63,The meeting room is _____ every morning.,grammar,"The room receives the action, so 'is cleaned' is correct.",Bị động ở thì hiện tại đơn,A,63,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
64,64,64,The contract will _____ tomorrow.,grammar,"After 'will', passive voice is formed with 'be + past participle'.",Bị động ở thì tương lai,B,64,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
65,65,65,The damaged products _____ to the supplier for inspection.,grammar,"The products received the action in the past, so 'were returned' is correct.",Bị động ở thì quá khứ đơn,C,65,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
66,66,66,A final decision has _____ by the board.,grammar,Present perfect passive uses 'has/have been + past participle'.,Bị động ở thì hiện tại hoàn thành,D,66,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
67,67,67,The manager asked the assistant _____ the documents immediately.,grammar,'Ask someone to do something' requires a to-infinitive.,Cấu trúc Ask + tân ngữ + to-infinitive,A,67,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
68,68,68,The company plans _____ a new branch next year.,grammar,'Plan' is followed by a to-infinitive.,Cấu trúc Plan + to-infinitive,B,68,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
69,69,69,The employees enjoy _____ in the new training program.,grammar,'Enjoy' is followed by a gerund (-ing form).,Cấu trúc Enjoy + danh động từ,C,69,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
70,70,70,Please avoid _____ confidential information in public areas.,grammar,'Avoid' is followed by a gerund.,Cấu trúc Avoid + danh động từ,D,70,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
71,71,71,The supervisor reminded everyone _____ their identification badges.,grammar,'Remind someone to do something' requires a to-infinitive.,Cấu trúc Remind + tân ngữ + to-infinitive,A,71,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
72,72,72,We are interested in _____ our services to international clients.,grammar,"After the preposition 'in', a gerund is required.",Giới từ + danh động từ,B,72,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
73,73,73,The customer called to _____ about the delayed shipment.,grammar,'To complain' expresses the purpose of the call.,To-infinitive chỉ mục đích,C,73,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
74,74,74,_____ regular backups can prevent data loss.,grammar,'Making regular backups' functions as the subject of the sentence.,Danh động từ làm chủ ngữ trong câu,D,74,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
75,75,75,Employees _____ wear their identification badges while on company premises.,grammar,'Must' expresses a strong requirement or obligation.,Must chỉ sự bắt buộc,A,75,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
76,76,76,You _____ contact the supplier if the shipment does not arrive today.,grammar,'Should' is used to give advice or a recommendation.,Should dùng để đưa ra lời khuyên,B,76,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
77,77,77,The package _____ arrive by noon if there are no delays.,grammar,'May' expresses possibility.,May chỉ khả năng có thể xảy ra,C,77,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
78,78,78,Visitors _____ enter the laboratory without permission.,grammar,'Must not' expresses prohibition.,Must not chỉ sự cấm đoán,D,78,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
79,79,79,The manager _____ be in her office; her car is outside.,grammar,'Might' indicates a possible situation based on evidence.,Might chỉ khả năng xảy ra,A,79,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
80,80,80,All employees _____ submit their expense reports by Friday.,grammar,'Have to' expresses an external requirement or obligation.,Have to chỉ nghĩa vụ/sự bắt buộc,B,80,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
81,81,81,_____ you please send me the updated schedule?,grammar,'Could you please...' is a common polite request.,Could dùng cho yêu cầu lịch sự,C,81,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
82,82,82,This year's sales figures are _____ than last year's.,grammar,The phrase 'than last year's' requires a comparative adjective.,Tính từ so sánh hơn,D,82,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
83,83,83,This is the _____ product in our current catalog.,grammar,'The' plus a comparison among all products requires the superlative form.,Tính từ so sánh nhất,A,83,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
84,84,84,The new printer operates _____ than the old model.,grammar,"The verb 'operates' needs an adverb, and 'than' requires the comparative form.",Trạng từ so sánh hơn,B,84,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
85,85,85,The new office is not _____ large as the previous one.,grammar,The standard comparison is 'not as + adjective + as'.,Cấu trúc As + tính từ + as,C,85,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
86,86,86,The updated software is _____ reliable than the previous version.,grammar,'More reliable than' is the correct comparative structure.,Tính từ so sánh hơn đi với than,D,86,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
87,87,87,Ms. Brown is _____ experienced manager with over ten years in the industry.,grammar,"'Experienced' begins with a vowel sound, so 'an' is required.",Mạo từ không xác định đứng trước từ bắt đầu bằng nguyên âm,A,87,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
88,88,88,Please send the invoice to _____ customer listed on the order form.,grammar,"The customer is specific and identified by the order form, so 'the' is correct.",Mạo từ xác định dùng cho danh từ cụ thể,B,88,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
89,89,89,We need to purchase _____ new printer for the office.,grammar,"'Printer' is a singular countable noun introduced for the first time, so 'a' is correct.",Mạo từ không xác định dùng cho một đối tượng chung chung,C,89,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
90,90,90,The company provides _____ information about its products on its website.,grammar,"'Information' is uncountable and is used generally here, so no article is needed.",Không dùng mạo từ với danh từ không đếm được mang nghĩa chung,D,90,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
91,91,91,The manager asked Sarah and _____ to prepare the presentation.,grammar,"The pronoun is the object of 'asked', so the object form 'me' is correct.",Đại từ làm tân ngữ,A,91,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
92,92,92,The company introduced a new policy to ensure that all employees protect _____.,grammar,The plural subject 'all employees' requires the reflexive pronoun 'themselves'.,Đại từ phản thân,B,92,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
93,93,93,The marketing department presented _____ proposal to the director.,grammar,"'Department' is singular, so the possessive adjective 'its' is required.",Tính từ sở hữu,C,93,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
94,94,94,The two managers agreed that the final decision should be _____.,grammar,'Theirs' is a possessive pronoun and can stand alone after 'be'.,Đại từ sở hữu,D,94,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
95,95,95,"If the weather improves, the outdoor event _____ as planned.",grammar,"In the first conditional, the if-clause uses present simple and the result uses 'will + verb'.",Câu điều kiện loại 1,A,95,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
96,96,96,"If I _____ more time, I would review the entire report.",grammar,The second conditional uses past simple in the if-clause and 'would' in the result clause.,Câu điều kiện loại 2,B,96,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
97,97,97,"If the technician had arrived earlier, we _____ the problem sooner.",grammar,The third conditional describes an unreal past condition and uses 'would have + past participle'.,Câu điều kiện loại 3,C,97,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
98,98,98,"Unless the payment _____ received today, the order will be canceled.",grammar,"After 'unless', use the present simple for a real future condition. Passive form is 'is received'.",Câu điều kiện loại 1 với 'unless',D,98,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
99,99,99,The company received several _____ from customers about the service.,grammar,'Several' must be followed by a plural countable noun.,Danh từ đếm được số nhiều,A,99,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
100,100,100,We need some _____ before making a final decision.,grammar,'Advice' is uncountable and does not take a plural '-s'.,Danh từ không đếm được,B,100,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
101,101,1,The office _____ at 8:00 A.M. every weekday.,grammar,Chủ ngữ số ít The office nên động từ hiện tại đơn thêm -s.,Thì hiện tại đơn: Động từ hiện tại đơn phù hợp với chủ ngữ và ngữ cảnh,B,1,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
102,101,2,Employees _____ their identification cards when they enter the building.,grammar,Employees là chủ ngữ số nhiều nên dùng show.,Thì hiện tại đơn: Động từ hiện tại đơn phù hợp với chủ ngữ và ngữ cảnh,A,2,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
103,101,3,The manager usually _____ the weekly schedule on Friday.,grammar,Manager là chủ ngữ số ít nên dùng sends.,Thì hiện tại đơn: Động từ hiện tại đơn phù hợp với chủ ngữ và ngữ cảnh,C,3,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
104,101,4,The system automatically _____ customers when an order is shipped.,grammar,The system là chủ ngữ số ít nên dùng notifies.,Thì hiện tại đơn: Động từ hiện tại đơn phù hợp với chủ ngữ và ngữ cảnh,D,4,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
105,102,1,The accounting team _____ the monthly report now.,grammar,Now cho thấy hành động đang diễn ra; dùng is preparing.,Thì hiện tại tiếp diễn: Cấu trúc be + V-ing,A,1,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
106,102,2,Several employees _____ in the training room at the moment.,grammar,At the moment yêu cầu hiện tại tiếp diễn.,Thì hiện tại tiếp diễn: Cấu trúc be + V-ing,C,2,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
107,102,3,The technician _____ the printer right now.,grammar,Right now cho thấy hành động đang diễn ra.,Thì hiện tại tiếp diễn: Cấu trúc be + V-ing,B,3,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
108,102,4,We _____ a new customer database this week.,grammar,This week trong ngữ cảnh hành động đang diễn ra dùng are creating.,Thì hiện tại tiếp diễn: Cấu trúc be + V-ing,D,4,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
109,103,1,The manager _____ the contract yesterday.,grammar,Yesterday là dấu hiệu của quá khứ đơn.,Thì quá khứ đơn: Động từ quá khứ đơn theo mốc thời gian,C,1,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
110,103,2,The conference _____ at 9:00 A.M. last Monday.,grammar,Last Monday yêu cầu quá khứ đơn.,Thì quá khứ đơn: Động từ quá khứ đơn theo mốc thời gian,A,2,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
111,103,3,The company _____ its first branch in 2018.,grammar,Mốc thời gian đã kết thúc 2018 dùng quá khứ đơn.,Thì quá khứ đơn: Động từ quá khứ đơn theo mốc thời gian,D,3,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
112,103,4,The customer _____ the package two days ago.,grammar,Two days ago là dấu hiệu của quá khứ đơn.,Thì quá khứ đơn: Động từ quá khứ đơn theo mốc thời gian,B,4,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
113,104,1,The company _____ three new branches since January.,grammar,Since January cho thấy hành động từ quá khứ đến hiện tại; dùng has opened.,Thì hiện tại hoàn thành: Have/has + quá khứ phân từ,B,1,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
114,104,2,We _____ the requested documents already.,grammar,Already thường đi với hiện tại hoàn thành.,Thì hiện tại hoàn thành: Have/has + quá khứ phân từ,D,2,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
115,104,3,The manager _____ the report several times this week.,grammar,This week chưa kết thúc nên dùng hiện tại hoàn thành.,Thì hiện tại hoàn thành: Have/has + quá khứ phân từ,A,3,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
116,104,4,Our team _____ the project successfully so far.,grammar,So far là dấu hiệu của hiện tại hoàn thành.,Thì hiện tại hoàn thành: Have/has + quá khứ phân từ,C,4,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
117,105,1,The engineers _____ the system since early morning.,grammar,Since early morning nhấn mạnh hành động kéo dài đến hiện tại.,Thì hiện tại hoàn thành tiếp diễn: Have/has been + V-ing,A,1,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
118,105,2,She _____ for the company for five years.,grammar,For five years trong ngữ cảnh tiếp diễn dùng has been working.,Thì hiện tại hoàn thành tiếp diễn: Have/has been + V-ing,C,2,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
119,105,3,The team _____ on the proposal all afternoon.,grammar,All afternoon nhấn mạnh quá trình kéo dài.,Thì hiện tại hoàn thành tiếp diễn: Have/has been + V-ing,D,3,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
120,105,4,Workers _____ the road since Monday.,grammar,Since Monday cho thấy hành động kéo dài đến hiện tại.,Thì hiện tại hoàn thành tiếp diễn: Have/has been + V-ing,B,4,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
121,106,1,"By the time the meeting started, the manager _____ the documents.",grammar,By the time + quá khứ cho thấy hành động xảy ra trước một hành động quá khứ khác.,Thì quá khứ hoàn thành: Had + quá khứ phân từ,A,1,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
122,106,2,"When we arrived, the train _____ already left.",grammar,Hành động tàu rời đi xảy ra trước khi chúng tôi đến; dùng had left.,Thì quá khứ hoàn thành: Had + quá khứ phân từ,D,2,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
123,106,3,The company _____ the problem before the customers complained.,grammar,Before kết hợp với hai hành động quá khứ; hành động xảy ra trước dùng quá khứ hoàn thành.,Thì quá khứ hoàn thành: Had + quá khứ phân từ,B,3,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
124,106,4,She realized that she _____ the wrong file.,grammar,Việc mở nhầm file xảy ra trước thời điểm nhận ra.,Thì quá khứ hoàn thành: Had + quá khứ phân từ,C,4,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
125,107,1,The manager _____ the results tomorrow.,grammar,Tomorrow là dấu hiệu của tương lai đơn.,Thì tương lai đơn: Will + động từ nguyên mẫu,A,1,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
126,107,2,The company _____ the new policy next month.,grammar,Next month yêu cầu tương lai.,Thì tương lai đơn: Will + động từ nguyên mẫu,C,2,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
127,107,3,We _____ you when the order arrives.,grammar,Mệnh đề chính nói về hành động tương lai; dùng will contact.,Thì tương lai đơn: Will + động từ nguyên mẫu,D,3,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
128,107,4,The meeting _____ at 2:00 P.M. tomorrow.,grammar,Tomorrow cho thấy thời gian tương lai.,Thì tương lai đơn: Will + động từ nguyên mẫu,B,4,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
